ticket_id,opened_at,resolved_at,category,subcategory,service,ci,priority,assignment_group,short_description,mttr_minutes
INC202600819,2025-12-08 18:00:00,2025-12-08 21:31:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,211
INC202600820,2026-01-23 10:00:00,2026-01-23 11:52:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,112
INC202600821,2025-11-15 13:00:00,2025-11-15 16:20:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,200
INC202600822,2025-12-24 18:00:00,2025-12-24 20:18:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,138
INC202600823,2025-11-02 16:00:00,2025-11-02 16:43:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,43
INC202600824,2026-01-25 08:00:00,2026-01-25 09:11:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,71
INC202600825,2025-12-07 18:00:00,2025-12-07 21:26:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,206
INC202600826,2025-12-08 11:00:00,2025-12-08 13:25:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,145
INC202600827,2025-11-14 17:00:00,2025-11-14 18:27:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,87
INC202600828,2026-01-22 16:00:00,2026-01-22 19:53:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,233
INC202600829,2026-01-29 12:00:00,2026-01-29 14:07:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P1,Security Ops,Account Lockout related issue reported by user,127
INC202600830,2025-12-20 14:00:00,2025-12-20 14:43:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,43
INC202600831,2025-11-02 12:00:00,2025-11-02 14:23:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,143
INC202600832,2025-11-29 18:00:00,2025-11-29 21:43:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,223
INC202600833,2026-01-15 16:00:00,2026-01-15 19:35:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,215
INC202600834,2025-11-25 12:00:00,2025-11-25 12:49:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P4,Identity & Access Ops,SSO related issue reported by user,49
INC202600835,2025-11-24 10:00:00,2025-11-24 10:40:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P2,Security Ops,Account Lockout related issue reported by user,40
INC202600836,2025-12-25 12:00:00,2025-12-25 14:59:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P2,Business Apps Ops,HRIS related issue reported by user,179
INC202600837,2025-12-03 08:00:00,2025-12-03 09:09:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,69
INC202600838,2025-11-06 10:00:00,2025-11-06 13:10:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,190
INC202600839,2026-01-18 18:00:00,2026-01-18 20:50:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,170
INC202600840,2025-12-16 09:00:00,2025-12-16 10:17:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,77
INC202600841,2026-01-06 09:00:00,2026-01-06 11:47:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,167
INC202600842,2025-12-22 09:00:00,2025-12-22 12:19:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,199
INC202600843,2025-12-13 13:00:00,2025-12-13 16:42:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,222
INC202600844,2026-01-19 16:00:00,2026-01-19 19:16:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P4,Identity & Access Ops,Password Reset related issue reported by user,196
INC202600845,2025-11-02 09:00:00,2025-11-02 12:14:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,194
INC202600846,2026-01-18 17:00:00,2026-01-18 18:52:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,112
INC202600847,2025-12-19 09:00:00,2025-12-19 10:42:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,102
INC202600848,2025-11-04 16:00:00,2025-11-04 18:24:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,144
INC202600849,2026-01-02 08:00:00,2026-01-02 10:41:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,161
